artist,date,rank,streams,title
Jason Derulo,2017-12-06,106,283946,Tip Toe (feat. French Montana)
2 Chainz,2017-12-06,107,280607,It's A Vibe
Drake,2017-12-06,108,277998,Passionfruit
Bruno Mars,2017-12-06,109,276742,That's What I Like
Migos,2017-12-06,110,275021,Bad and Boujee (feat. Lil Uzi Vert)
Taylor Swift,2017-12-06,111,274594,Call It What You Want
XXXTENTACION,2017-12-06,112,271707,Everybody Dies In Their Nightmares
Kodak Black,2017-12-06,113,269741,Tunnel Vision
Big Sean,2017-12-06,114,269733,Bounce Back
Macklemore,2017-12-06,115,268772,Good Old Days (feat. Kesha)
6ix9ine,2017-12-06,116,268300,KOODA
SZA,2017-12-06,117,268238,The Weekend
Perry Como,2017-12-06,118,267246,It's Beginning to Look a Lot Like Christmas
José Feliciano,2017-12-06,119,266349,Feliz Navidad
Bing Crosby,2017-12-06,120,265247,Winter Wonderland
Kygo,2017-12-06,121,264404,Stargazing
Kendrick Lamar,2017-12-06,122,264209,LOYALTY. FEAT. RIHANNA.
Kesha,2017-12-06,123,263056,Praying
Lauv,2017-12-06,124,262542,I Like Me Better
Liam Payne,2017-12-06,125,261922,Strip That Down
Ariana Grande,2017-12-06,126,261041,Santa Tell Me
Demi Lovato,2017-12-06,127,258542,Tell Me You Love Me
Michael Bublé,2017-12-06,128,258042,It's Beginning To Look A Lot Like Christmas
Niall Horan,2017-12-06,129,256150,Slow Hands
Kane Brown,2017-12-06,130,256029,What Ifs
Trippie Redd,2017-12-06,131,255237,Dark Knight Dummo (Feat. Travis Scott)
Justin Bieber,2017-12-06,132,253100,Mistletoe
J. Cole,2017-12-06,133,252791,No Role Modelz
Lil Peep,2017-12-06,134,250508,Save That Shit
GoldLink,2017-12-06,135,249084,Crew
Pentatonix,2017-12-06,136,246340,Hallelujah
Migos,2017-12-06,137,242687,T-Shirt
Travis Scott,2017-12-06,138,242160,beibs in the trap
Lorde,2017-12-06,139,241083,Homemade Dynamite - REMIX
Eminem,2017-12-06,140,239477,Walk On Water (feat. Beyoncé)
Playboi Carti,2017-12-06,141,238640,wokeuplikethis*
DJ Khaled,2017-12-06,142,237499,Wild Thoughts
Chuck Berry,2017-12-06,143,237295,Run Rudolph Run - Single Version
The Chainsmokers,2017-12-06,144,236429,Something Just Like This
The Weeknd,2017-12-06,145,235265,Starboy
blackbear,2017-12-06,146,235188,do re mi
XXXTENTACION,2017-12-06,147,234901,Look At Me!
Avicii,2017-12-06,148,234479,Lonely Together (feat. Rita Ora)
Burl Ives,2017-12-06,149,233086,Rudolph The Red-Nosed Reindeer
Judy Garland,2017-12-06,150,232773,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording"
Sam Smith,2017-12-06,151,232570,Pray
Tee Grizzley,2017-12-06,152,232562,First Day Out
Macklemore,2017-12-06,153,231325,Glorious (feat. Skylar Grey)
Eartha Kitt,2017-12-06,154,230040,Santa Baby
Post Malone,2017-12-06,155,229840,No Option
Paul McCartney,2017-12-06,156,229725,Wonderful Christmastime - Remastered 2011 / Edited Version
Rita Ora,2017-12-06,157,228450,Anywhere
The Chainsmokers,2017-12-06,158,227553,Closer
Shawn Mendes,2017-12-06,159,225225,There's Nothing Holdin' Me Back
6LACK,2017-12-06,160,225211,PRBLMS
Anitta,2017-12-06,161,224618,Downtown
Aminé,2017-12-06,162,223328,Caroline
Diplo,2017-12-06,163,222478,Get It Right (feat. MØ)
Pentatonix,2017-12-06,164,222175,"Mary, Did You Know?"
Taylor Swift,2017-12-06,165,222128,Getaway Car
Calvin Harris,2017-12-06,166,221070,Slide
Julia Michaels,2017-12-06,167,220503,Issues
Drake,2017-12-06,168,220017,Fake Love
Thomas Rhett,2017-12-06,169,218046,Unforgettable
The Weeknd,2017-12-06,170,216269,Die For You
John Lennon,2017-12-06,171,216105,Happy Xmas (War Is Over) - 2010 Digital Remaster
The Beach Boys,2017-12-06,172,214685,Little Saint Nick
Taylor Swift,2017-12-06,173,214285,This Is Why We Can’t Have Nice Things
ZAYN,2017-12-06,174,213429,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
NAV,2017-12-06,175,212467,Myself
Cheat Codes,2017-12-06,176,212247,Feels Great (feat. Fetty Wap & CVBZ)
Taylor Swift,2017-12-06,177,211787,New Year’s Day
Daya,2017-12-06,178,211566,New
Zedd,2017-12-06,179,210967,Stay (with Alessia Cara)
Martin Garrix,2017-12-06,180,210427,So Far Away
DRAM,2017-12-06,181,209675,Broccoli (feat. Lil Yachty)
Chance The Rapper,2017-12-06,182,209348,No Problem (feat. Lil Wayne & 2 Chainz)
Dean Martin,2017-12-06,183,208167,Silver Bells
blackbear,2017-12-06,184,207793,do re mi (feat. Gucci Mane)
Bryson Tiller,2017-12-06,185,207574,Exchange
Bryson Tiller,2017-12-06,186,207429,Don't
21 Savage,2017-12-06,187,207151,X (feat. Future)
2 Chainz,2017-12-06,188,206949,4 AM
Taylor Swift,2017-12-06,189,206417,Dress
Halsey,2017-12-06,190,205543,Now Or Never
Rae Sremmurd,2017-12-06,191,205533,Swang
Drake,2017-12-06,192,205314,Portland
Russ,2017-12-06,193,205080,What They Want
Lil Pump,2017-12-06,194,204246,Boss
Khalid,2017-12-06,195,202641,Saved
Taylor Swift,2017-12-06,196,201193,King Of My Heart
Lil Uzi Vert,2017-12-06,197,201172,Money Longer
6LACK,2017-12-06,198,200692,Ex Calling
Miguel,2017-12-06,199,200674,Pineapple Skies
Jaden Smith,2017-12-06,200,198929,Icon
Post Malone,2017-12-07,1,1744768,rockstar
Lil Pump,2017-12-07,2,1138932,Gucci Gang
Post Malone,2017-12-07,3,1027233,I Fall Apart
Post Malone,2017-12-07,4,939581,Candy Paint
Offset,2017-12-07,5,914188,Ric Flair Drip (& Metro Boomin)
Mariah Carey,2017-12-07,6,861090,All I Want for Christmas Is You
G-Eazy,2017-12-07,7,845669,No Limit
G-Eazy,2017-12-07,8,840438,Him & I (with Halsey)
Lil Uzi Vert,2017-12-07,9,833897,XO TOUR Llif3
21 Savage,2017-12-07,10,828241,Bank Account
Camila Cabello,2017-12-07,11,822192,Havana
Sam Smith,2017-12-07,12,817213,Too Good At Goodbyes
A$AP Ferg,2017-12-07,13,784344,Plain Jane
Ed Sheeran,2017-12-07,14,783541,Perfect Duet (Ed Sheeran & Beyoncé)
NF,2017-12-07,15,755844,Let You Down
Famous Dex,2017-12-07,16,754157,Pick It Up (feat. A$AP Rocky)
Logic,2017-12-07,17,729837,1-800-273-8255
Khalid,2017-12-07,18,720987,Young Dumb & Broke
Post Malone,2017-12-07,19,713005,Congratulations
Kendrick Lamar,2017-12-07,20,711768,HUMBLE.
Selena Gomez,2017-12-07,21,707674,Wolves
Ed Sheeran,2017-12-07,22,685265,Perfect
Migos,2017-12-07,23,641384,MotorSport
Dua Lipa,2017-12-07,24,622675,New Rules
Lil Xan,2017-12-07,25,621290,Betrayed
Gucci Mane,2017-12-07,26,607098,I Get The Bag (feat. Migos)
Maroon 5,2017-12-07,27,593537,What Lovers Do (feat. SZA)
Bebe Rexha,2017-12-07,28,591320,Meant to Be (feat. Florida Georgia Line)
Cardi B,2017-12-07,29,591051,Bodak Yellow
Marshmello,2017-12-07,30,587044,Silence
Travis Scott,2017-12-07,31,568739,Butterfly Effect
Hailee Steinfeld,2017-12-07,32,555428,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Halsey,2017-12-07,33,555208,Bad At Love
Kodak Black,2017-12-07,34,552055,Roll In Peace (feat. XXXTENTACION)
Khalid,2017-12-07,35,546708,Location
21 Savage,2017-12-07,36,543874,Ghostface Killers
Travis Scott,2017-12-07,37,543068,goosebumps
Kendrick Lamar,2017-12-07,38,542776,LOVE. FEAT. ZACARI.
French Montana,2017-12-07,39,529108,Unforgettable
Brenda Lee,2017-12-07,40,520819,Rockin' Around The Christmas Tree - Single Version
Lil Uzi Vert,2017-12-07,41,514496,The Way Life Goes (feat. Oh Wonder)
XXXTENTACION,2017-12-07,42,509275,Jocelyn Flores
Demi Lovato,2017-12-07,43,498024,Sorry Not Sorry
NAV,2017-12-07,44,494193,Wanted You (feat. Lil Uzi Vert)
Imagine Dragons,2017-12-07,45,493735,Thunder
XXXTENTACION,2017-12-07,46,487529,Fuck Love (feat. Trippie Redd)
Miguel,2017-12-07,47,485883,Sky Walker
Kodak Black,2017-12-07,48,484307,Codeine Dreaming (feat. Lil Wayne)
Migos,2017-12-07,49,449217,Slippery (feat. Gucci Mane)
Wham!,2017-12-07,50,446009,Last Christmas
Kendrick Lamar,2017-12-07,51,438152,DNA.
YBN Nahmir,2017-12-07,52,434904,Rubbin Off The Paint
A Boogie Wit da Hoodie,2017-12-07,53,434737,Drowning (feat. Kodak Black)
6ix9ine,2017-12-07,54,432698,GUMMO
Ed Sheeran,2017-12-07,55,425082,Shape of You
Andy Williams,2017-12-07,56,410928,It's the Most Wonderful Time of the Year
Childish Gambino,2017-12-07,57,408247,Redbone
Anita Kerr Singers,2017-12-07,58,402889,Jingle Bell Rock
Post Malone,2017-12-07,59,390598,Go Flex
Charlie Puth,2017-12-07,60,390133,How Long
Taylor Swift,2017-12-07,61,389068,Look What You Made Me Do
Burl Ives,2017-12-07,62,385297,A Holly Jolly Christmas - Single Version
Portugal. The Man,2017-12-07,63,377262,Feel It Still
Future,2017-12-07,64,371414,Mask Off
Imagine Dragons,2017-12-07,65,366655,Believer
Machine Gun Kelly,2017-12-07,66,364337,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
ZAYN,2017-12-07,67,363813,Dusk Till Dawn - Radio Edit
Taylor Swift,2017-12-07,68,360444,...Ready For It?
Clean Bandit,2017-12-07,69,358356,I Miss You (feat. Julia Michaels)
SZA,2017-12-07,70,357223,Love Galore
Yo Gotti,2017-12-07,71,356229,Rake It Up
Luis Fonsi,2017-12-07,72,355506,Despacito - Remix
Vince Guaraldi Trio,2017-12-07,73,352797,Christmas Time Is Here - Vocal
Playboi Carti,2017-12-07,74,349413,Magnolia
Rich The Kid,2017-12-07,75,344637,New Freezer (feat. Kendrick Lamar)
Frank Sinatra,2017-12-07,76,343671,Let It Snow! Let It Snow! Let It Snow!
Bing Crosby,2017-12-07,77,343607,White Christmas
Sam Hunt,2017-12-07,78,337636,Body Like A Back Road
KYLE,2017-12-07,79,335316,iSpy (feat. Lil Yachty)
Tay-K,2017-12-07,80,332641,The Race
DJ Khaled,2017-12-07,81,327911,I'm the One
Taylor Swift,2017-12-07,82,327037,End Game
Russ,2017-12-07,83,326376,Losin Control
Post Malone,2017-12-07,84,323842,White Iverson
Nat King Cole,2017-12-07,85,321896,The Christmas Song (Merry Christmas To You)
Luis Fonsi,2017-12-07,86,320298,Échame La Culpa
Young Thug,2017-12-07,87,318944,Relationship (feat. Future)
Big Shaq,2017-12-07,88,318934,Man's Not Hot
Trippie Redd,2017-12-07,89,317443,Dark Knight Dummo (Feat. Travis Scott)
Bruno Mars,2017-12-07,90,316963,That's What I Like
Kodak Black,2017-12-07,91,315859,Transportin'
Band Aid,2017-12-07,92,315593,Do They Know It's Christmas? - 1984 Version
Charlie Puth,2017-12-07,93,314225,Attention
Chris Brown,2017-12-07,94,312318,Pills & Automobiles
Maroon 5,2017-12-07,95,308687,Wait
Elvis Presley,2017-12-07,96,308411,Blue Christmas
Drake,2017-12-07,97,308203,Passionfruit
Lil Uzi Vert,2017-12-07,98,307466,Sauce It Up
J Balvin,2017-12-07,99,307408,Mi Gente
James Arthur,2017-12-07,100,306895,Say You Won't Let Go
Migos,2017-12-07,101,300270,Bad and Boujee (feat. Lil Uzi Vert)
Camila Cabello,2017-12-07,102,299317,Havana - Remix
Lil Uzi Vert,2017-12-07,103,297758,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Kodak Black,2017-12-07,104,295659,Tunnel Vision
Big Sean,2017-12-07,105,294684,Bounce Back
Mykola Dmytrovych Leontovych,2017-12-07,106,293015,Carol of the Bells
2 Chainz,2017-12-07,107,290600,It's A Vibe
Ariana Grande,2017-12-07,108,289594,Santa Tell Me
BTS,2017-12-07,109,286995,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
Taylor Swift,2017-12-07,110,286055,Gorgeous
Bing Crosby,2017-12-07,111,282602,Winter Wonderland
XXXTENTACION,2017-12-07,112,280848,Everybody Dies In Their Nightmares
Kendrick Lamar,2017-12-07,113,279019,LOYALTY. FEAT. RIHANNA.
6ix9ine,2017-12-07,114,276303,KOODA
Justin Bieber,2017-12-07,115,276231,Mistletoe
Perry Como,2017-12-07,116,274419,It's Beginning to Look a Lot Like Christmas
Liam Payne,2017-12-07,117,274219,Strip That Down
SZA,2017-12-07,118,273236,The Weekend
José Feliciano,2017-12-07,119,271726,Feliz Navidad
Taylor Swift,2017-12-07,120,270453,I Did Something Bad
The Weeknd,2017-12-07,121,267936,Starboy
DJ Khaled,2017-12-07,122,266816,Wild Thoughts
Migos,2017-12-07,123,266303,T-Shirt
J. Cole,2017-12-07,124,266194,No Role Modelz
Jason Derulo,2017-12-07,125,265954,Tip Toe (feat. French Montana)
Kesha,2017-12-07,126,263256,Praying
The Chainsmokers,2017-12-07,127,263124,Something Just Like This
Taylor Swift,2017-12-07,128,262959,Don’t Blame Me
Lauv,2017-12-07,129,261857,I Like Me Better
Niall Horan,2017-12-07,130,261488,Slow Hands
Taylor Swift,2017-12-07,131,261403,Delicate
Macklemore,2017-12-07,132,258500,Good Old Days (feat. Kesha)
Kane Brown,2017-12-07,133,257929,What Ifs
Playboi Carti,2017-12-07,134,256843,wokeuplikethis*
Michael Bublé,2017-12-07,135,256590,It's Beginning To Look A Lot Like Christmas
GoldLink,2017-12-07,136,256046,Crew
Taylor Swift,2017-12-07,137,255581,Call It What You Want
XXXTENTACION,2017-12-07,138,251996,Look At Me!
Tee Grizzley,2017-12-07,139,251678,First Day Out
Demi Lovato,2017-12-07,140,251224,Tell Me You Love Me
Pentatonix,2017-12-07,141,250420,Hallelujah
Calvin Harris,2017-12-07,142,250360,Slide
Travis Scott,2017-12-07,143,249674,beibs in the trap
Chuck Berry,2017-12-07,144,249536,Run Rudolph Run - Single Version
blackbear,2017-12-07,145,246046,do re mi
Kygo,2017-12-07,146,245244,Stargazing
Lil Peep,2017-12-07,147,244737,Save That Shit
Paul McCartney,2017-12-07,148,244105,Wonderful Christmastime - Remastered 2011 / Edited Version
Julia Michaels,2017-12-07,149,243677,Issues
The Chainsmokers,2017-12-07,150,243043,Closer
Burl Ives,2017-12-07,151,242791,Rudolph The Red-Nosed Reindeer
Judy Garland,2017-12-07,152,242627,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording"
Eartha Kitt,2017-12-07,153,240431,Santa Baby
Drake,2017-12-07,154,240302,Fake Love
Drake,2017-12-07,155,239724,Portland
Aminé,2017-12-07,156,238627,Caroline
6LACK,2017-12-07,157,235845,PRBLMS
Macklemore,2017-12-07,158,234645,Glorious (feat. Skylar Grey)
Eminem,2017-12-07,159,234514,Walk On Water (feat. Beyoncé)
Zedd,2017-12-07,160,234432,Stay (with Alessia Cara)
Shawn Mendes,2017-12-07,161,233697,There's Nothing Holdin' Me Back
Lorde,2017-12-07,162,232589,Homemade Dynamite - REMIX
Post Malone,2017-12-07,163,232497,No Option
ZAYN,2017-12-07,164,230573,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Rita Ora,2017-12-07,165,226265,Anywhere
John Lennon,2017-12-07,166,226160,Happy Xmas (War Is Over) - 2010 Digital Remaster
Rae Sremmurd,2017-12-07,167,225984,Swang
Avicii,2017-12-07,168,225082,Lonely Together (feat. Rita Ora)
Pentatonix,2017-12-07,169,222569,"Mary, Did You Know?"
DRAM,2017-12-07,170,222490,Broccoli (feat. Lil Yachty)
The Weeknd,2017-12-07,171,222164,Die For You
Sam Smith,2017-12-07,172,221745,Pray
NAV,2017-12-07,173,221309,Myself
Bryson Tiller,2017-12-07,174,220885,Don't
Chance The Rapper,2017-12-07,175,220686,No Problem (feat. Lil Wayne & 2 Chainz)
2 Chainz,2017-12-07,176,220385,4 AM
The Beach Boys,2017-12-07,177,218990,Little Saint Nick
Kygo,2017-12-07,178,218900,It Ain't Me (with Selena Gomez)
21 Savage,2017-12-07,179,218801,X (feat. Future)
Thomas Rhett,2017-12-07,180,217515,Unforgettable
Tee Grizzley,2017-12-07,181,215459,From The D To The A (feat. Lil Yachty)
Dean Martin,2017-12-07,182,215289,Silver Bells
Bryson Tiller,2017-12-07,183,212737,Exchange
Lil Uzi Vert,2017-12-07,184,211422,Money Longer
Russ,2017-12-07,185,210574,What They Want
Halsey,2017-12-07,186,210111,Now Or Never
Gucci Mane,2017-12-07,187,209969,Both (feat. Drake)
Taylor Swift,2017-12-07,188,209858,Getaway Car
Big Sean,2017-12-07,189,209317,Pull Up N Wreck (With Metro Boomin)
Khalid,2017-12-07,190,208488,Saved
Anitta,2017-12-07,191,208458,Downtown
blackbear,2017-12-07,192,207222,do re mi (feat. Gucci Mane)
Lil Pump,2017-12-07,193,207218,Boss
Gene Autry,2017-12-07,194,205830,Here Comes Santa Claus (Right Down Santa Claus Lane)
Drake,2017-12-07,195,205002,One Dance
Cheat Codes,2017-12-07,196,204632,Feels Great (feat. Fetty Wap & CVBZ)
6LACK,2017-12-07,197,204042,Ex Calling
Rae Sremmurd,2017-12-07,198,202677,Perplexing Pegasus
Brett Young,2017-12-07,199,201328,In Case You Didn't Know
Luke Combs,2017-12-07,200,201214,When It Rains It Pours
Post Malone,2017-12-08,1,1751975,rockstar
Lil Pump,2017-12-08,2,1145999,Gucci Gang
Post Malone,2017-12-08,3,1008224,I Fall Apart
Offset,2017-12-08,4,932187,Ric Flair Drip (& Metro Boomin)
Post Malone,2017-12-08,5,923537,Candy Paint
Mariah Carey,2017-12-08,6,911202,All I Want for Christmas Is You
Big Sean,2017-12-08,7,863663,Go Legend (& Metro Boomin)
G-Eazy,2017-12-08,8,859278,No Limit
Camila Cabello,2017-12-08,9,841886,Havana
G-Eazy,2017-12-08,10,826845,Him & I (with Halsey)
21 Savage,2017-12-08,11,819706,Bank Account
Lil Uzi Vert,2017-12-08,12,808619,XO TOUR Llif3
Sam Smith,2017-12-08,13,791653,Too Good At Goodbyes
A$AP Ferg,2017-12-08,14,786225,Plain Jane
Ed Sheeran,2017-12-08,15,748252,Perfect Duet (Ed Sheeran & Beyoncé)
NF,2017-12-08,16,741656,Let You Down
Famous Dex,2017-12-08,17,726118,Pick It Up (feat. A$AP Rocky)
Logic,2017-12-08,18,725838,1-800-273-8255
Khalid,2017-12-08,19,707873,Young Dumb & Broke
Kendrick Lamar,2017-12-08,20,706526,HUMBLE.
Selena Gomez,2017-12-08,21,704302,Wolves
Post Malone,2017-12-08,22,702862,Congratulations
Migos,2017-12-08,23,688514,MotorSport
Ed Sheeran,2017-12-08,24,671837,Perfect
Dua Lipa,2017-12-08,25,620346,New Rules
Gucci Mane,2017-12-08,26,612979,I Get The Bag (feat. Migos)
Lil Xan,2017-12-08,27,607235,Betrayed
Maroon 5,2017-12-08,28,598602,What Lovers Do (feat. SZA)
Cardi B,2017-12-08,29,595458,Bodak Yellow
Marshmello,2017-12-08,30,582899,Silence
Bebe Rexha,2017-12-08,31,581378,Meant to Be (feat. Florida Georgia Line)
Travis Scott,2017-12-08,32,566261,Butterfly Effect
Brenda Lee,2017-12-08,33,563528,Rockin' Around The Christmas Tree - Single Version
Kodak Black,2017-12-08,34,555691,Roll In Peace (feat. XXXTENTACION)
Hailee Steinfeld,2017-12-08,35,550450,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
21 Savage,2017-12-08,36,550153,Ghostface Killers
Halsey,2017-12-08,37,546706,Bad At Love
Kendrick Lamar,2017-12-08,38,545619,LOVE. FEAT. ZACARI.
Travis Scott,2017-12-08,39,545156,goosebumps
French Montana,2017-12-08,40,540143,Unforgettable
Big Sean,2017-12-08,41,525694,Pull Up N Wreck (& Metro Boomin)
Khalid,2017-12-08,42,521304,Location
Lil Uzi Vert,2017-12-08,43,506329,The Way Life Goes (feat. Oh Wonder)
Kodak Black,2017-12-08,44,504009,Codeine Dreaming (feat. Lil Wayne)
Demi Lovato,2017-12-08,45,502322,Sorry Not Sorry
XXXTENTACION,2017-12-08,46,502065,Jocelyn Flores
Imagine Dragons,2017-12-08,47,492755,Thunder
NAV,2017-12-08,48,490718,Wanted You (feat. Lil Uzi Vert)
Miguel,2017-12-08,49,485838,Sky Walker
XXXTENTACION,2017-12-08,50,483697,Fuck Love (feat. Trippie Redd)
Wham!,2017-12-08,51,480761,Last Christmas
Migos,2017-12-08,52,459758,Slippery (feat. Gucci Mane)
Trippie Redd,2017-12-08,53,450251,Dark Knight Dummo (Feat. Travis Scott)
Big Sean,2017-12-08,54,448448,Big Bidness (& Metro Boomin)
Eminem,2017-12-08,55,446885,Untouchable
Anita Kerr Singers,2017-12-08,56,431340,Jingle Bell Rock
Camila Cabello,2017-12-08,57,427633,Real Friends
Andy Williams,2017-12-08,58,426423,It's the Most Wonderful Time of the Year
YBN Nahmir,2017-12-08,59,425831,Rubbin Off The Paint
A Boogie Wit da Hoodie,2017-12-08,60,423820,Drowning (feat. Kodak Black)
Kendrick Lamar,2017-12-08,61,420406,DNA.
Burl Ives,2017-12-08,62,417942,A Holly Jolly Christmas - Single Version
6ix9ine,2017-12-08,63,417126,GUMMO
Big Sean,2017-12-08,64,410955,So Good (& Metro Boomin)
Ed Sheeran,2017-12-08,65,407380,Shape of You
Camila Cabello,2017-12-08,66,406564,Never Be the Same - Radio Edit
Big Sean,2017-12-08,67,386685,Who's Stopping Me (& Metro Boomin)
Taylor Swift,2017-12-08,68,384053,Look What You Made Me Do
Childish Gambino,2017-12-08,69,383846,Redbone
Post Malone,2017-12-08,70,383129,Go Flex
Charlie Puth,2017-12-08,71,379154,How Long
Frank Sinatra,2017-12-08,72,374864,Let It Snow! Let It Snow! Let It Snow!
Vince Guaraldi Trio,2017-12-08,73,370196,Christmas Time Is Here - Vocal
Yo Gotti,2017-12-08,74,369531,Rake It Up
Bing Crosby,2017-12-08,75,368093,White Christmas
Portugal. The Man,2017-12-08,76,366612,Feel It Still
6ix9ine,2017-12-08,77,366445,KOODA
Imagine Dragons,2017-12-08,78,359425,Believer
Future,2017-12-08,79,356968,Mask Off
Migos,2017-12-08,80,353288,Danger (with Migos & Marshmello)
ZAYN,2017-12-08,81,351329,Dusk Till Dawn - Radio Edit
Taylor Swift,2017-12-08,82,351003,...Ready For It?
Machine Gun Kelly,2017-12-08,83,347870,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
Clean Bandit,2017-12-08,84,345954,I Miss You (feat. Julia Michaels)
Playboi Carti,2017-12-08,85,343707,Magnolia
Luis Fonsi,2017-12-08,86,342953,Despacito - Remix
Nat King Cole,2017-12-08,87,341032,The Christmas Song (Merry Christmas To You)
Big Sean,2017-12-08,88,339180,Savage Time (& Metro Boomin)
SZA,2017-12-08,89,334683,Love Galore
Elvis Presley,2017-12-08,90,327097,Blue Christmas
Sam Hunt,2017-12-08,91,324991,Body Like A Back Road
Tay-K,2017-12-08,92,324879,The Race
KYLE,2017-12-08,93,323484,iSpy (feat. Lil Yachty)
Band Aid,2017-12-08,94,322723,Do They Know It's Christmas? - 1984 Version
Rich The Kid,2017-12-08,95,322032,New Freezer (feat. Kendrick Lamar)
Young Thug,2017-12-08,96,321101,Relationship (feat. Future)
Post Malone,2017-12-08,97,320146,White Iverson
Kodak Black,2017-12-08,98,319648,Transportin'
Taylor Swift,2017-12-08,99,317756,End Game
Big Sean,2017-12-08,100,316431,In Tune (& Metro Boomin)
Russ,2017-12-08,101,315540,Losin Control
Luis Fonsi,2017-12-08,102,313706,Échame La Culpa
Mykola Dmytrovych Leontovych,2017-12-08,103,312601,Carol of the Bells
DJ Khaled,2017-12-08,104,312575,I'm the One
Big Sean,2017-12-08,105,310934,Even The Odds (& Metro Boomin)
Lil Uzi Vert,2017-12-08,106,309717,Sauce It Up
J Balvin,2017-12-08,107,309611,Mi Gente
Charlie Puth,2017-12-08,108,309375,Attention
G-Eazy,2017-12-08,109,309238,Sober
Big Shaq,2017-12-08,110,302427,Man's Not Hot
Maroon 5,2017-12-08,111,299974,Wait
Bing Crosby,2017-12-08,112,297701,Winter Wonderland
Perry Como,2017-12-08,113,296668,It's Beginning to Look a Lot Like Christmas
Camila Cabello,2017-12-08,114,295872,Havana - Remix
Big Sean,2017-12-08,115,295274,Bounce Back
José Feliciano,2017-12-08,116,295131,Feliz Navidad
Migos,2017-12-08,117,295066,Bad and Boujee (feat. Lil Uzi Vert)
2 Chainz,2017-12-08,118,294833,It's A Vibe
Bruno Mars,2017-12-08,119,294636,That's What I Like
James Arthur,2017-12-08,120,292735,Say You Won't Let Go
Chris Brown,2017-12-08,121,289825,Pills & Automobiles
Lil Uzi Vert,2017-12-08,122,289806,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Drake,2017-12-08,123,289699,Passionfruit
Kodak Black,2017-12-08,124,288525,Tunnel Vision
Big Sean,2017-12-08,125,283756,Reason (& Metro Boomin)
Justin Bieber,2017-12-08,126,280493,Mistletoe
Michael Bublé,2017-12-08,127,279777,It's Beginning To Look A Lot Like Christmas
Kendrick Lamar,2017-12-08,128,278407,LOYALTY. FEAT. RIHANNA.
XXXTENTACION,2017-12-08,129,277954,Everybody Dies In Their Nightmares
Taylor Swift,2017-12-08,130,277886,Gorgeous
Liam Payne,2017-12-08,131,277223,Strip That Down
Ariana Grande,2017-12-08,132,277079,Santa Tell Me
BTS,2017-12-08,133,272316,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
SZA,2017-12-08,134,269681,The Weekend
Chuck Berry,2017-12-08,135,268819,Run Rudolph Run - Single Version
Burl Ives,2017-12-08,136,267635,Rudolph The Red-Nosed Reindeer
J. Cole,2017-12-08,137,263900,No Role Modelz
Migos,2017-12-08,138,258852,T-Shirt
Jason Derulo,2017-12-08,139,258439,Tip Toe (feat. French Montana)
Paul McCartney,2017-12-08,140,258139,Wonderful Christmastime - Remastered 2011 / Edited Version
Judy Garland,2017-12-08,141,257657,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording"
Playboi Carti,2017-12-08,142,257274,wokeuplikethis*
Lauv,2017-12-08,143,256385,I Like Me Better
The Chainsmokers,2017-12-08,144,255810,Something Just Like This
Kesha,2017-12-08,145,255060,Praying
Niall Horan,2017-12-08,146,254651,Slow Hands
Taylor Swift,2017-12-08,147,254103,I Did Something Bad
GoldLink,2017-12-08,148,253125,Crew
Kane Brown,2017-12-08,149,251915,What Ifs
Eartha Kitt,2017-12-08,150,251084,Santa Baby
Travis Scott,2017-12-08,151,250869,beibs in the trap
XXXTENTACION,2017-12-08,152,250727,Look At Me!
Macklemore,2017-12-08,153,250428,Good Old Days (feat. Kesha)
The Weeknd,2017-12-08,154,249169,Starboy
DJ Khaled,2017-12-08,155,248639,Wild Thoughts
Kygo,2017-12-08,156,248463,Stargazing
Taylor Swift,2017-12-08,157,247866,Don’t Blame Me
Taylor Swift,2017-12-08,158,247642,Delicate
Demi Lovato,2017-12-08,159,247621,Tell Me You Love Me
Taylor Swift,2017-12-08,160,247160,Call It What You Want
Tee Grizzley,2017-12-08,161,245929,First Day Out
Pentatonix,2017-12-08,162,241681,Hallelujah
The Beach Boys,2017-12-08,163,241186,Little Saint Nick
Big Sean,2017-12-08,164,240555,"No Hearts, No Love (& Metro Boomin)"
blackbear,2017-12-08,165,238705,do re mi
Aminé,2017-12-08,166,238146,Caroline
The Chainsmokers,2017-12-08,167,236945,Closer
