artist,end_date,rank,start_date,streams,title
KREAM,2017-01-06,182,2016-12-30,1023319,Taped Up Heart (feat. Clara Mae)
Eminem,2017-01-06,183,2016-12-30,1022088,Lose Yourself - Soundtrack Version
J. Cole,2017-01-06,184,2016-12-30,1017185,Wet Dreamz
Khalid,2017-01-06,185,2016-12-30,1013332,Location
Drake,2017-01-06,186,2016-12-30,1011375,Childs Play
Chance The Rapper,2017-01-06,187,2016-12-30,1003473,Juke Jam (feat. Justin Bieber & Towkio)
X Ambassadors,2017-01-06,188,2016-12-30,1001054,Unsteady
Bruno Mars,2017-01-06,189,2016-12-30,993041,Versace On The Floor
Flo Rida,2017-01-06,190,2016-12-30,992174,Cake
James Bay,2017-01-06,191,2016-12-30,992058,Let It Go
JAY Z,2017-01-06,192,2016-12-30,986745,Ni**as In Paris
Rae Sremmurd,2017-01-06,193,2016-12-30,985786,Look Alive
Yo Gotti,2017-01-06,194,2016-12-30,982286,Castro
A$AP Mob,2017-01-06,195,2016-12-30,980402,Crazy Brazy
J. Cole,2017-01-06,196,2016-12-30,978401,She's Mine Pt. 2
Lil Uzi Vert,2017-01-06,197,2016-12-30,976118,Seven Million (feat. Future)
James Hersey,2017-01-06,198,2016-12-30,973546,Miss You
Adele,2017-01-06,199,2016-12-30,970330,Hello
Florida Georgia Line,2017-01-06,200,2016-12-30,968095,H.O.L.Y.
Ed Sheeran,2017-01-13,1,2017-01-06,10969080,Shape of You
Migos,2017-01-13,2,2017-01-06,10112877,Bad and Boujee (feat. Lil Uzi Vert)
Drake,2017-01-13,3,2017-01-06,8459802,Fake Love
Ed Sheeran,2017-01-13,4,2017-01-06,7600859,Castle on the Hill
The Weeknd,2017-01-13,5,2017-01-06,7245714,Starboy
ZAYN,2017-01-13,6,2017-01-06,5940766,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Big Sean,2017-01-13,7,2017-01-06,5384798,Bounce Back
Rae Sremmurd,2017-01-13,8,2017-01-06,5319110,Black Beatles
Aminé,2017-01-13,9,2017-01-06,5264976,Caroline
The Chainsmokers,2017-01-13,10,2017-01-06,5145003,Closer
Machine Gun Kelly,2017-01-13,11,2017-01-06,5104557,Bad Things (with Camila Cabello)
The Weeknd,2017-01-13,12,2017-01-06,4710849,I Feel It Coming
DRAM,2017-01-13,13,2017-01-06,4222618,Broccoli (feat. Lil Yachty)
KYLE,2017-01-13,14,2017-01-06,3932307,iSpy (feat. Lil Yachty)
Maroon 5,2017-01-13,15,2017-01-06,3834332,Don't Wanna Know
James Arthur,2017-01-13,16,2017-01-06,3799130,Say You Won't Let Go
21 Savage,2017-01-13,17,2017-01-06,3715718,X (feat. Future)
Bruno Mars,2017-01-13,18,2017-01-06,3634347,24K Magic
J. Cole,2017-01-13,19,2017-01-06,3625170,Deja Vu
21 Savage,2017-01-13,20,2017-01-06,3523362,No Heart
Rob $tone,2017-01-13,21,2017-01-06,3522587,Chill Bill
The Weeknd,2017-01-13,22,2017-01-06,3250587,Party Monster
Drake,2017-01-13,23,2017-01-06,3232872,One Dance
Drake,2017-01-13,24,2017-01-06,3128059,Sneakin??
Alessia Cara,2017-01-13,25,2017-01-06,3113949,"How Far I'll Go - From ""Moana"""
Ariana Grande,2017-01-13,26,2017-01-06,3102930,Side To Side
Martin Garrix,2017-01-13,27,2017-01-06,3081299,In the Name of Love
Lil Uzi Vert,2017-01-13,28,2017-01-06,3060910,You Was Right
DJ Snake,2017-01-13,29,2017-01-06,3019307,Let Me Love You
Starley,2017-01-13,30,2017-01-06,2921996,Call On Me - Ryan Riback Extended Remix
Jon Bellion,2017-01-13,31,2017-01-06,2913203,All Time Low
Shawn Mendes,2017-01-13,32,2017-01-06,2879286,Mercy
Hailee Steinfeld,2017-01-13,33,2017-01-06,2873526,Starving
The Chainsmokers,2017-01-13,34,2017-01-06,2841046,All We Know
Twenty One Pilots,2017-01-13,35,2017-01-06,2806573,Heathens
Alessia Cara,2017-01-13,36,2017-01-06,2783346,Scars To Your Beautiful
Rae Sremmurd,2017-01-13,37,2017-01-06,2760152,Swang
Chance The Rapper,2017-01-13,38,2017-01-06,2723907,No Problem (feat. Lil Wayne & 2 Chainz)
John Legend,2017-01-13,39,2017-01-06,2670040,Love Me Now
Clean Bandit,2017-01-13,40,2017-01-06,2617858,Rockabye (feat. Sean Paul & Anne-Marie)
Steve Aoki,2017-01-13,41,2017-01-06,2560326,Just Hold On
The Weeknd,2017-01-13,42,2017-01-06,2505750,Six Feet Under
Young M.A,2017-01-13,43,2017-01-06,2486232,OOOUUU
J. Cole,2017-01-13,44,2017-01-06,2467071,Neighbors
Childish Gambino,2017-01-13,45,2017-01-06,2466656,Redbone
Young Thug,2017-01-13,46,2017-01-06,2407118,pick up the phone
The Weeknd,2017-01-13,47,2017-01-06,2367217,Sidewalks
Drake,2017-01-13,48,2017-01-06,2339464,Too Good
Major Lazer,2017-01-13,49,2017-01-06,2303397,Cold Water (feat. Justin Bieber & MØ)
Drake,2017-01-13,50,2017-01-06,2250984,Controlla
G-Eazy,2017-01-13,51,2017-01-06,2231517,Some Kind Of Drug
Rihanna,2017-01-13,52,2017-01-06,2114685,Needed Me
Rihanna,2017-01-13,53,2017-01-06,2053664,Love On The Brain
Sage The Gemini,2017-01-13,54,2017-01-06,2052952,Now and Later
Big Sean,2017-01-13,55,2017-01-06,2042847,Moves
AJR,2017-01-13,56,2017-01-06,2026353,Weak
Shakira,2017-01-13,57,2017-01-06,2011932,Chantaje
Future,2017-01-13,58,2017-01-06,2000962,Used to This
J. Cole,2017-01-13,59,2017-01-06,1972571,Immortal
Gucci Mane,2017-01-13,60,2017-01-06,1961402,Both (feat. Drake)
Noah Cyrus,2017-01-13,61,2017-01-06,1945427,Make Me (Cry)
The Vamps,2017-01-13,62,2017-01-06,1940151,All Night
Travis Scott,2017-01-13,63,2017-01-06,1932719,goosebumps
Kodak Black,2017-01-13,64,2017-01-06,1922714,Too Many Years
The Chainsmokers,2017-01-13,65,2017-01-06,1914855,Don't Let Me Down
Desiigner,2017-01-13,66,2017-01-06,1897547,Panda
Ugly God,2017-01-13,67,2017-01-06,1891510,Water
Future,2017-01-13,68,2017-01-06,1846604,Low Life
PnB Rock,2017-01-13,69,2017-01-06,1838804,Selfish
Shawn Mendes,2017-01-13,70,2017-01-06,1815241,Treat You Better
J. Cole,2017-01-13,71,2017-01-06,1813991,No Role Modelz
Lil Wayne,2017-01-13,72,2017-01-06,1812418,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)"
Petit Biscuit,2017-01-13,73,2017-01-06,1808345,Sunset Lover
Lil Uzi Vert,2017-01-13,74,2017-01-06,1806203,Money Longer
The Weeknd,2017-01-13,75,2017-01-06,1761960,Reminder
Lil Uzi Vert,2017-01-13,76,2017-01-06,1725479,Erase Your Social
Twenty One Pilots,2017-01-13,77,2017-01-06,1712763,Ride
Post Malone,2017-01-13,78,2017-01-06,1710499,Congratulations
The Weeknd,2017-01-13,79,2017-01-06,1702103,Die For You
Adele,2017-01-13,80,2017-01-06,1696872,Water Under the Bridge
PARTYNEXTDOOR,2017-01-13,81,2017-01-06,1678993,Come and See Me (feat. Drake)
Bryson Tiller,2017-01-13,82,2017-01-06,1674539,Don't
Cashmere Cat,2017-01-13,83,2017-01-06,1669156,Trust Nobody (feat. Selena Gomez & Tory Lanez)
Bryson Tiller,2017-01-13,84,2017-01-06,1649627,Exchange
Drake,2017-01-13,85,2017-01-06,1648642,Jumpman
gnash,2017-01-13,86,2017-01-06,1644481,"i hate u, i love u (feat. olivia o'brien)"
Post Malone,2017-01-13,87,2017-01-06,1643376,White Iverson
San Holo,2017-01-13,88,2017-01-06,1632765,Light
The Chainsmokers,2017-01-13,89,2017-01-06,1610666,Setting Fires
Kodak Black,2017-01-13,90,2017-01-06,1564410,No Flockin
Ed Sheeran,2017-01-13,91,2017-01-06,1560137,Photograph
Snakehips,2017-01-13,92,2017-01-06,1557206,Don't Leave
Rihanna,2017-01-13,93,2017-01-06,1547094,Work
Nebu Kiniza,2017-01-13,94,2017-01-06,1545148,Gassed Up
DJ Esco,2017-01-13,95,2017-01-06,1539626,Too Much Sauce
DVBBS,2017-01-13,96,2017-01-06,1522952,Not Going Home
Meek Mill,2017-01-13,97,2017-01-06,1521067,Litty (feat. Tory Lanez)
Lil Yachty,2017-01-13,98,2017-01-06,1507556,One Night
Fifth Harmony,2017-01-13,99,2017-01-06,1506211,Work from Home
Zara Larsson,2017-01-13,100,2017-01-06,1500852,I Would Like
Justin Timberlake,2017-01-13,101,2017-01-06,1500811,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
Bebe Rexha,2017-01-13,102,2017-01-06,1496315,I Got You
Twenty One Pilots,2017-01-13,103,2017-01-06,1487613,Stressed Out
Luke Christopher,2017-01-13,104,2017-01-06,1485712,Lot to Learn
Robin Schulz,2017-01-13,105,2017-01-06,1461787,Shed a Light
Hearts & Colors,2017-01-13,106,2017-01-06,1460788,Lighthouse - Andrelli Remix
Zay Hilfigerrr,2017-01-13,107,2017-01-06,1449322,Juju On That Beat (TZ Anthem)
Ed Sheeran,2017-01-13,108,2017-01-06,1446798,Thinking Out Loud
Post Malone,2017-01-13,109,2017-01-06,1439611,Deja Vu
Vice,2017-01-13,110,2017-01-06,1427301,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)
Bruno Mars,2017-01-13,111,2017-01-06,1418968,That's What I Like
Niall Horan,2017-01-13,112,2017-01-06,1415644,This Town
Nevada,2017-01-13,113,2017-01-06,1399340,The Mack
Sia,2017-01-13,114,2017-01-06,1380638,Cheap Thrills
G-Eazy,2017-01-13,115,2017-01-06,1379835,"Me, Myself & I"
Charlie Puth,2017-01-13,116,2017-01-06,1377833,We Don't Talk Anymore (feat. Selena Gomez)
The Weeknd,2017-01-13,117,2017-01-06,1375358,True Colors
J. Cole,2017-01-13,118,2017-01-06,1370879,Change
Martin Jensen,2017-01-13,119,2017-01-06,1368790,Solo Dance
Ariana Grande,2017-01-13,120,2017-01-06,1359102,Into You
Mike Posner,2017-01-13,121,2017-01-06,1359066,I Took A Pill In Ibiza - Seeb Remix
Jonas Blue,2017-01-13,122,2017-01-06,1349069,By Your Side
Chris Brown,2017-01-13,123,2017-01-06,1340616,Party
Kanye West,2017-01-13,124,2017-01-06,1320965,Father Stretch My Hands Pt. 1
Calvin Harris,2017-01-13,125,2017-01-06,1313566,This Is What You Came For
Big Sean,2017-01-13,126,2017-01-06,1313467,Living Single
The Weeknd,2017-01-13,127,2017-01-06,1302855,Secrets
Bryson Tiller,2017-01-13,128,2017-01-06,1298503,Let Me Explain
The Weeknd,2017-01-13,129,2017-01-06,1288770,The Hills
A Boogie Wit da Hoodie,2017-01-13,130,2017-01-06,1282406,Timeless (DJ SPINKING)
Jon Bellion,2017-01-13,131,2017-01-06,1277308,All Time Low
Russ,2017-01-13,132,2017-01-06,1275752,What They Want
Drake,2017-01-13,133,2017-01-06,1266742,Pop Style
2 Chainz,2017-01-13,134,2017-01-06,1259679,Good Drank
Flo Rida,2017-01-13,135,2017-01-06,1258995,Cake
Kiiara,2017-01-13,136,2017-01-06,1258765,Gold
Flume,2017-01-13,137,2017-01-06,1253236,Never Be Like You
The Weeknd,2017-01-13,138,2017-01-06,1228619,Rockin??
Sam Hunt,2017-01-13,139,2017-01-06,1223901,Drinkin' Too Much
Young Thug,2017-01-13,140,2017-01-06,1223348,Wyclef Jean
Keith Urban,2017-01-13,141,2017-01-06,1222530,Blue Ain't Your Color
A Boogie Wit da Hoodie,2017-01-13,142,2017-01-06,1217356,My Shit
Post Malone,2017-01-13,143,2017-01-06,1213558,Go Flex
Khalid,2017-01-13,144,2017-01-06,1205642,Location
Drake,2017-01-13,145,2017-01-06,1193254,Still Here
Tyga,2017-01-13,146,2017-01-06,1189810,Feel Me
The Chainsmokers,2017-01-13,147,2017-01-06,1187927,Roses
Alok,2017-01-13,148,2017-01-06,1185997,Hear Me Now
Justin Bieber,2017-01-13,149,2017-01-06,1178343,Love Yourself
FRENSHIP,2017-01-13,150,2017-01-06,1177358,Capsize
VÉRITÉ,2017-01-13,151,2017-01-06,1173671,Somebody Else
Isaiah,2017-01-13,152,2017-01-06,1169304,It's Gotta Be You
Sia,2017-01-13,153,2017-01-06,1164183,The Greatest
Desiigner,2017-01-13,154,2017-01-06,1156997,Tiimmy Turner
Lukas Graham,2017-01-13,155,2017-01-06,1154029,7 Years
Olivia Holt,2017-01-13,156,2017-01-06,1141502,History
Kanye West,2017-01-13,157,2017-01-06,1138428,Famous
Nicki Minaj,2017-01-13,158,2017-01-06,1136052,Black Barbies
Adele,2017-01-13,159,2017-01-06,1131966,Send My Love (To Your New Lover)
Flume,2017-01-13,160,2017-01-06,1130458,Say It (feat. Tove Lo)
J. Cole,2017-01-13,161,2017-01-06,1129907,She's Mine Pt. 1
Marc E. Bassy,2017-01-13,162,2017-01-06,1123857,You & Me
Jeremih,2017-01-13,163,2017-01-06,1121197,oui
Eminem,2017-01-13,164,2017-01-06,1119897,'Till I Collapse
MiC LOWRY,2017-01-13,165,2017-01-06,1114359,Oh Lord
Calvin Harris,2017-01-13,166,2017-01-06,1108070,My Way
A$AP Mob,2017-01-13,167,2017-01-06,1105378,Crazy Brazy
J. Cole,2017-01-13,168,2017-01-06,1102417,4 Your Eyez Only
Nause,2017-01-13,169,2017-01-06,1100073,Dynamite (feat. Pretty Sister)
Eminem,2017-01-13,170,2017-01-06,1098326,Lose Yourself - Soundtrack Version
The Lumineers,2017-01-13,171,2017-01-06,1096545,Ophelia
Drake,2017-01-13,172,2017-01-06,1095833,Hotline Bling
J. Cole,2017-01-13,173,2017-01-06,1090737,Ville Mentality
Lil Uzi Vert,2017-01-13,174,2017-01-06,1090689,Do What I Want
J. Cole,2017-01-13,175,2017-01-06,1088954,For Whom The Bell Tolls
Auli'i Cravalho,2017-01-13,176,2017-01-06,1079119,How Far I'll Go
Rae Sremmurd,2017-01-13,177,2017-01-06,1073103,No Type
Yo Gotti,2017-01-13,178,2017-01-06,1070989,Castro
Ed Sheeran,2017-01-13,179,2017-01-06,1070804,The A Team
Kodak Black,2017-01-13,180,2017-01-06,1069705,There He Go
Justin Bieber,2017-01-13,181,2017-01-06,1068496,Sorry
KREAM,2017-01-13,182,2017-01-06,1067051,Taped Up Heart (feat. Clara Mae)
The Weeknd,2017-01-13,183,2017-01-06,1065621,All I Know
J. Cole,2017-01-13,184,2017-01-06,1061868,Wet Dreamz
The Weeknd,2017-01-13,185,2017-01-06,1051491,False Alarm
The Weeknd,2017-01-13,186,2017-01-06,1049853,Attention
Chance The Rapper,2017-01-13,187,2017-01-06,1040777,Juke Jam (feat. Justin Bieber & Towkio)
James Bay,2017-01-13,188,2017-01-06,1037917,Let It Go
MadeinTYO,2017-01-13,189,2017-01-06,1030334,Skateboard P
Travis Scott,2017-01-13,190,2017-01-06,1026265,beibs in the trap
X Ambassadors,2017-01-13,191,2017-01-06,1020526,Unsteady
Kid Cudi,2017-01-13,192,2017-01-06,1019419,Baptized In Fire
ZAYN,2017-01-13,193,2017-01-06,1017501,PILLOWTALK
Kevin Gates,2017-01-13,194,2017-01-06,1017149,Really Really
DRAM,2017-01-13,195,2017-01-06,1011085,Cash Machine
Eminem,2017-01-13,196,2017-01-06,1011033,Rap God
Bruno Mars,2017-01-13,197,2017-01-06,1007761,Versace On The Floor
J. Cole,2017-01-13,198,2017-01-06,1001081,everybody dies
James Hersey,2017-01-13,199,2017-01-06,998378,Miss You
Panic! At The Disco,2017-01-13,200,2017-01-06,995035,Death Of A Bachelor
Migos,2017-01-20,1,2017-01-13,10639198,Bad and Boujee (feat. Lil Uzi Vert)
Ed Sheeran,2017-01-20,2,2017-01-13,10010914,Shape of You
Drake,2017-01-20,3,2017-01-13,8954829,Fake Love
The Chainsmokers,2017-01-20,4,2017-01-13,8600493,Paris
The Weeknd,2017-01-20,5,2017-01-13,7302600,Starboy
ZAYN,2017-01-20,6,2017-01-13,6754628,"I Don?�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Big Sean,2017-01-20,7,2017-01-13,5931952,Bounce Back
Aminé,2017-01-20,8,2017-01-13,5469181,Caroline
Machine Gun Kelly,2017-01-20,9,2017-01-13,5420165,Bad Things (with Camila Cabello)
Rae Sremmurd,2017-01-20,10,2017-01-13,5105224,Black Beatles
The Chainsmokers,2017-01-20,11,2017-01-13,5069472,Closer
The Weeknd,2017-01-20,12,2017-01-13,5053743,I Feel It Coming
Ed Sheeran,2017-01-20,13,2017-01-13,4958114,Castle on the Hill
KYLE,2017-01-20,14,2017-01-13,4836438,iSpy (feat. Lil Yachty)
DRAM,2017-01-20,15,2017-01-13,4146262,Broccoli (feat. Lil Yachty)
James Arthur,2017-01-20,16,2017-01-13,4128673,Say You Won't Let Go
Maroon 5,2017-01-20,17,2017-01-13,3961023,Don't Wanna Know
21 Savage,2017-01-20,18,2017-01-13,3818796,X (feat. Future)
Jon Bellion,2017-01-20,19,2017-01-13,3655590,All Time Low
Alessia Cara,2017-01-20,20,2017-01-13,3620525,"How Far I'll Go - From ""Moana"""
J. Cole,2017-01-20,21,2017-01-13,3613240,Deja Vu
Rob $tone,2017-01-20,22,2017-01-13,3605068,Chill Bill
21 Savage,2017-01-20,23,2017-01-13,3554550,No Heart
Bruno Mars,2017-01-20,24,2017-01-13,3513093,24K Magic
The Weeknd,2017-01-20,25,2017-01-13,3444918,Party Monster
Starley,2017-01-20,26,2017-01-13,3279543,Call On Me - Ryan Riback Extended Remix
Drake,2017-01-20,27,2017-01-13,3154500,One Dance
Lil Uzi Vert,2017-01-20,28,2017-01-13,3139287,You Was Right
Drake,2017-01-20,29,2017-01-13,3062210,Sneakin??
Shawn Mendes,2017-01-20,30,2017-01-13,3048079,Mercy
Ariana Grande,2017-01-20,31,2017-01-13,3022353,Side To Side
The Chainsmokers,2017-01-20,32,2017-01-13,2998112,All We Know
Clean Bandit,2017-01-20,33,2017-01-13,2940219,Rockabye (feat. Sean Paul & Anne-Marie)
Alessia Cara,2017-01-20,34,2017-01-13,2938531,Scars To Your Beautiful
Rae Sremmurd,2017-01-20,35,2017-01-13,2931756,Swang
John Legend,2017-01-20,36,2017-01-13,2914116,Love Me Now
Steve Aoki,2017-01-20,37,2017-01-13,2884418,Just Hold On
Childish Gambino,2017-01-20,38,2017-01-13,2856164,Redbone
DJ Snake,2017-01-20,39,2017-01-13,2816637,Let Me Love You
Martin Garrix,2017-01-20,40,2017-01-13,2782392,In the Name of Love
G-Eazy,2017-01-20,41,2017-01-13,2776563,Some Kind Of Drug
Hailee Steinfeld,2017-01-20,42,2017-01-13,2747385,Starving
Migos,2017-01-20,43,2017-01-13,2739714,T-Shirt
Chance The Rapper,2017-01-20,44,2017-01-13,2729945,No Problem (feat. Lil Wayne & 2 Chainz)
Twenty One Pilots,2017-01-20,45,2017-01-13,2720804,Heathens
AJR,2017-01-20,46,2017-01-13,2677892,Weak
The Weeknd,2017-01-20,47,2017-01-13,2581220,Six Feet Under
Sage The Gemini,2017-01-20,48,2017-01-13,2363411,Now and Later
The Vamps,2017-01-20,49,2017-01-13,2281551,All Night
The Weeknd,2017-01-20,50,2017-01-13,2279734,Sidewalks
Young M.A,2017-01-20,51,2017-01-13,2252997,OOOUUU
Shakira,2017-01-20,52,2017-01-13,2251545,Chantaje
Drake,2017-01-20,53,2017-01-13,2251318,Too Good
PnB Rock,2017-01-20,54,2017-01-13,2225287,Selfish
Young Thug,2017-01-20,55,2017-01-13,2205989,pick up the phone
J. Cole,2017-01-20,56,2017-01-13,2196767,Neighbors
Noah Cyrus,2017-01-20,57,2017-01-13,2185756,Make Me (Cry)
Drake,2017-01-20,58,2017-01-13,2180774,Controlla
Rihanna,2017-01-20,59,2017-01-13,2165243,Love On The Brain
Gucci Mane,2017-01-20,60,2017-01-13,2151423,Both (feat. Drake)
Big Sean,2017-01-20,61,2017-01-13,2138349,Moves
Major Lazer,2017-01-20,62,2017-01-13,2131425,Cold Water (feat. Justin Bieber & MØ)
Petit Biscuit,2017-01-20,63,2017-01-13,2091138,Sunset Lover
Travis Scott,2017-01-20,64,2017-01-13,2072169,goosebumps
Ugly God,2017-01-20,65,2017-01-13,2069533,Water
Future,2017-01-20,66,2017-01-13,2062013,Used to This
Rihanna,2017-01-20,67,2017-01-13,2020774,Needed Me
Kodak Black,2017-01-20,68,2017-01-13,1966975,Too Many Years
The Chainsmokers,2017-01-20,69,2017-01-13,1953319,Don't Let Me Down
The Chainsmokers,2017-01-20,70,2017-01-13,1913036,Setting Fires
DVBBS,2017-01-20,71,2017-01-13,1909400,Not Going Home
San Holo,2017-01-20,72,2017-01-13,1905360,Light
Snakehips,2017-01-20,73,2017-01-13,1902462,Don't Leave
Adele,2017-01-20,74,2017-01-13,1897859,Water Under the Bridge
Desiigner,2017-01-20,75,2017-01-13,1880208,Panda
Lil Uzi Vert,2017-01-20,76,2017-01-13,1869337,Money Longer
Future,2017-01-20,77,2017-01-13,1860505,Low Life
J. Cole,2017-01-20,78,2017-01-13,1841090,No Role Modelz
Bebe Rexha,2017-01-20,79,2017-01-13,1782797,I Got You
Cashmere Cat,2017-01-20,80,2017-01-13,1776790,Trust Nobody (feat. Selena Gomez & Tory Lanez)
Lil Wayne,2017-01-20,81,2017-01-13,1776637,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)"
Lil Uzi Vert,2017-01-20,82,2017-01-13,1774834,Erase Your Social
Martin Jensen,2017-01-20,83,2017-01-13,1773975,Solo Dance
Post Malone,2017-01-20,84,2017-01-13,1773760,Congratulations
Nebu Kiniza,2017-01-20,85,2017-01-13,1751983,Gassed Up
Hearts & Colors,2017-01-20,86,2017-01-13,1740788,Lighthouse - Andrelli Remix
J. Cole,2017-01-20,87,2017-01-13,1729231,Immortal
Shawn Mendes,2017-01-20,88,2017-01-13,1720234,Treat You Better
PARTYNEXTDOOR,2017-01-20,89,2017-01-13,1717894,Come and See Me (feat. Drake)
The Weeknd,2017-01-20,90,2017-01-13,1716697,Reminder
Bryson Tiller,2017-01-20,91,2017-01-13,1706162,Don't
The Weeknd,2017-01-20,92,2017-01-13,1695748,Die For You
Twenty One Pilots,2017-01-20,93,2017-01-13,1686065,Ride
Post Malone,2017-01-20,94,2017-01-13,1671717,White Iverson
Zara Larsson,2017-01-20,95,2017-01-13,1668255,I Would Like
Luke Christopher,2017-01-20,96,2017-01-13,1661683,Lot to Learn
Meek Mill,2017-01-20,97,2017-01-13,1629461,Litty (feat. Tory Lanez)
Bryson Tiller,2017-01-20,98,2017-01-13,1628092,Exchange
Flo Rida,2017-01-20,99,2017-01-13,1621214,Cake
Robin Schulz,2017-01-20,100,2017-01-13,1619739,Shed a Light
Drake,2017-01-20,101,2017-01-13,1608888,Jumpman
Kodak Black,2017-01-20,102,2017-01-13,1599385,No Flockin
DJ Esco,2017-01-20,103,2017-01-13,1588617,Too Much Sauce
gnash,2017-01-20,104,2017-01-13,1576151,"i hate u, i love u (feat. olivia o'brien)"
Vice,2017-01-20,105,2017-01-13,1559296,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars)
Olivia Holt,2017-01-20,106,2017-01-13,1519429,History
Jonas Blue,2017-01-20,107,2017-01-13,1498651,By Your Side
Khalid,2017-01-20,108,2017-01-13,1486596,Location
Justin Timberlake,2017-01-20,109,2017-01-13,1465046,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")"
Post Malone,2017-01-20,110,2017-01-13,1460422,Deja Vu
Twenty One Pilots,2017-01-20,111,2017-01-13,1458706,Stressed Out
Alok,2017-01-20,112,2017-01-13,1457344,Hear Me Now
Rihanna,2017-01-20,113,2017-01-13,1450600,Work
Lil Yachty,2017-01-20,114,2017-01-13,1441248,One Night
Zay Hilfigerrr,2017-01-20,115,2017-01-13,1429205,Juju On That Beat (TZ Anthem)
Fifth Harmony,2017-01-20,116,2017-01-13,1429108,Work from Home
Chris Brown,2017-01-20,117,2017-01-13,1428010,Party
A R I Z O N A,2017-01-20,118,2017-01-13,1423306,Oceans Away
Niall Horan,2017-01-20,119,2017-01-13,1415526,This Town
Isaiah,2017-01-20,120,2017-01-13,1402199,It's Gotta Be You
Migos,2017-01-20,121,2017-01-13,1395311,Call Casting
Lauv,2017-01-20,122,2017-01-13,1391403,The Other
Bruno Mars,2017-01-20,123,2017-01-13,1388344,That's What I Like
